660.255676,602.798706
603.941772,657.050476
656.630554,632.314758
645.179626,651.561218
625.431824,645.466614
622.158569,631.906433
594.744263,630.796387
500.396088,617.709656
522.142883,644.133972
620.434570,632.277222
669.524780,666.285828
655.475403,663.754456
655.614563,637.815125
634.420654,612.001892
503.951080,615.033691
653.166443,673.274231
585.533386,633.077576
642.859009,650.463806
650.972656,661.137329
616.540283,661.109985
584.660583,628.556824
667.961609,642.490540
662.656860,661.449585
571.100647,653.742493
528.111816,648.791626
646.634094,610.385132
654.271606,610.583862
659.362976,614.306152
657.584412,600.085815
654.811096,616.048462
658.772339,614.983704
657.199402,602.849365
653.216309,611.889771
658.833618,614.348083
