641.398804,630.817871
687.652832,661.984558
659.949829,647.041382
641.828003,662.694153
659.109619,652.776611
608.306274,666.675293
617.606628,678.858093
572.050415,656.689392
590.702026,636.841187
650.102905,637.244324
653.730103,650.929321
658.175293,625.543823
647.232971,649.487610
631.399414,613.917114
551.169800,665.221375
610.642029,627.191772
639.721313,616.210510
624.678162,632.378235
551.058228,577.249023
541.654663,604.154358
574.679565,611.065491
543.722717,652.122986
639.015259,642.645386
666.010620,664.058594
673.361633,641.927612
636.582886,620.841309
575.103455,576.774536
642.489990,639.251282
657.895874,638.407715
650.561646,645.789062
667.247925,636.156677
640.508179,651.855286
589.459961,626.758423
642.908569,642.594849
618.712708,624.959106
613.407349,620.194885
655.168274,646.354309
587.691284,661.733276
642.455994,655.157898
607.686646,643.023315
604.598450,621.068054
593.388306,649.947937
626.864380,649.798340
646.200012,639.729492
624.101440,636.511536
566.849243,644.882324
576.673462,644.064331
562.914734,623.397888
638.251343,640.672791
610.825684,657.842834
622.561462,630.914795
602.501099,603.650757
